address,price,size,date_sold,sqm_price,area,percent_increase
Karlbergsvägen 41,9875000,"4 rum, 114 m²",2017-01-19,86 600 kr/m²,"Lägenhet, Vasastan",+4.0 %
Vikingagatan 20,5530000,"2 rum, 54 m²",2017-01-19,102 400 kr/m²,"Lägenhet, Birkastan",+15.8 %
Norrbackagatan 5,10000000,"4 rum, 105 m²",2017-01-18,95 200 kr/m²,"Lägenhet, Vasastan",+19.8 %
Västmannagatan 82,3340000,"1 rum, 27 m²",2017-01-18,123 700 kr/m²,"Lägenhet, Vasastan",+34.9 %
Luntmakargatan 59,4030000,"1 rum, 36 m²",2017-01-18,111 900 kr/m²,"Lägenhet, Vasastan",+36.6 %
Tomtebogatan 3A,4065000,"1½ rum, 40 m²",2017-01-18,101 600 kr/m²,"Lägenhet, Vasastan",+13.1 %
Karlbergsvägen 73,4400000,"2 rum, 46 m²",2017-01-18,95 700 kr/m²,"Lägenhet, Vasastan",+11.4 %
Rådmansgatan 46,2820000,"1 rum, 21 m²",2017-01-18,134 300 kr/m²,"Lägenhet, Vasastan",+41.4 %
Valhallavägen 52,4120000,"1 rum, 42 m²",2017-01-18,98 100 kr/m²,"Lägenhet, Östermalm",+25.8 %
Odengatan 36B,5700000,"2 rum, 54 m²",2017-01-18,105 600 kr/m²,"Lägenhet, Vasastan",+21.9 %
Frejgatan 57,6850000,"3 rum, 68 m²",2017-01-18,100 700 kr/m²,"Lägenhet, Vasastan",+24.8 %
Vikingagatan 24,5800000,"2 rum, 59½ m²",2017-01-18,97 500 kr/m²,"Lägenhet, Vasastan",+12.6 %
Dalagatan 60,9300000,"4 rum, 92 m²",2017-01-18,101 100 kr/m²,"Lägenhet, Vasastan",+19.3 %
Birkagatan 24A,6570000,"3 rum, 76 m²",2017-01-18,86 400 kr/m²,"Lägenhet, Ögatan",+1.9 %
Dalagatan 68,6600000,"2 rum, 68 m²",2017-01-18,97 100 kr/m²,"Lägenhet, Vasastan Såld",+15.9 %
Körsbärsvägen 6,2670000,"1 rum, 25 m²",2017-01-17,106 800 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Surbrunnsgatan 15,3750000,"2 rum, 38 m²",2017-01-17,98 700 kr/m²,"Lägenhet, Östermalm",+25.2 %
Rörstrandsgatan 42,5600000,"2 rum, 57 m²",2017-01-17,98 200 kr/m²,"Lägenhet, Vasastan",+13.1 %
Sankt Eriksgatan 74,3910000,"1 rum, 38 m²",2017-01-17,102 900 kr/m²,"Lägenhet, Vasastan",+30.6 %
Birger Jarlsgatan 115A,3270000,"1 rum, 35 m²",2017-01-17,93 400 kr/m²,"Lägenhet, Östermalm",+17.8 %
Norrbackagatan 70B,8400000,"4 rum, 98 m²",2017-01-17,85 700 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Sankt Eriksgatan 100,8200000,"3 rum, 91 m²",2017-01-17,90 100 kr/m²,"Lägenhet, Vasastan",+3.1 %
Teknologgatan 9D,5200000,"2 rum, 47 m²",2017-01-17,110 600 kr/m²,"Lägenhet, Vasastan",+16.9 %
Vikingagatan 3,3700000,"2 rum, 47 m²",2017-01-17,78 700 kr/m²,"Lägenhet, Vasastan",—
Surbrunnsgatan 46,5750000,"3½ rum, 66 m²",2017-01-17,87 100 kr/m²,"Lägenhet, Vasastan",+17.5 %
Upplandsgatan 51,13000000,"4½ rum, 144 m²",2017-01-17,90 300 kr/m²,"Lägenhet, Vasastan",-3.7 %
Tomtebogatan 22,7185000,"2 rum, 65 m²",2017-01-17,110 500 kr/m²,"Lägenhet, Vasastan",+10.6 %
Döbelnsgatan 56,3400000,"1½ rum, 31½ m²",2017-01-16,107 300 kr/m²,"Lägenhet, Vasastan",+36.3 %
Sveavägen 83,5500000,"2 rum, 61 m²",2017-01-16,90 200 kr/m²,"Lägenhet, Vasastan",+17.6 %
Sveavägen 133,5500000,"3 rum, 72 m²",2017-01-16,76 400 kr/m²,"Lägenhet, Vasastan",+3.9 %
Sveavägen 136,5930000,"3 rum, 80 m²",2017-01-15,74 100 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Atlasgatan 4,4900000,"2 rum, 65 m²",2017-01-14,75 400 kr/m²,"Lägenhet, Vasastan",+11.6 %
Döbelnsgatan 53,3650000,"2 rum, 34 m²",2017-01-13,107 400 kr/m²,"Lägenhet, Vasastan",+29.2 %
Karlbergsvägen 37A,6460000,"2 rum, 66 m²",2017-01-13,97 900 kr/m²,"Lägenhet, Vasastan",+15.5 %
Robert Almströmsgatan 4,5650000,"2 rum, 59 m²",2017-01-13,95 800 kr/m²,"Lägenhet, Vasastan",+8.8 %
Birger Jarlsgatan 104A,2700000,"1 rum, 19 m²",2017-01-12,142 100 kr/m²,"Lägenhet, Östermalm",+35.7 %
Hälsingegatan 12A,4900000,"2 rum, 50 m²",2017-01-12,98 000 kr/m²,"Lägenhet, Vasastan",+14.1 %
Dalagatan 38A,3600000,"1 rum, 34 m²",2017-01-12,105 900 kr/m²,"Lägenhet, Vasastan",+4.3 %
Kungstensgatan 60,6250000,"2 rum, 60 m²",2017-01-12,104 200 kr/m²,"Lägenhet, Vasastan",+16.8 %
Roslagsgatan 39A,5000000,"1½ rum, 49 m²",2017-01-12,102 000 kr/m²,"Lägenhet, Vasastan",+25.8 %
Hagagatan 50,5350000,"2 rum, 55 m²",2017-01-12,97 300 kr/m²,"Lägenhet, Vasastan",+14.0 %
Tulegatan 26,4700000,"2 rum, 47 m²",2017-01-12,100 000 kr/m²,"Lägenhet, Vasastan",+17.6 %
Vanadisvägen 26A,6000000,"2½ rum, 73 m²",2017-01-11,82 200 kr/m²,"Lägenhet, Vasastan",+21.2 %
Sankt Eriksgatan 85C,3380000,"1 rum, 35 m²",2017-01-11,96 600 kr/m²,"Lägenhet, Vasastan",+14.6 %
Rörstrandsgatan 12,4030000,"1 rum, 34 m²",2017-01-11,118 500 kr/m²,"Lägenhet, Vasastan",+34.8 %
Birkagatan 4,5260000,"2 rum, 47 m²",2017-01-11,111 900 kr/m²,"Lägenhet, Birkastan Vasastan",+26.0 %
Vikingagatan 24,5010000,"2 rum, 47½ m²",2017-01-11,105 500 kr/m²,"Lägenhet, Vasastan",+26.8 %
Drejargatan 7,3850000,"1½ rum, 44 m²",2017-01-11,87 500 kr/m²,"Lägenhet, Vasastan",+14.9 %
Rådmansgatan 46,2740000,"1 rum, 21 m²",2017-01-11,130 500 kr/m²,"Lägenhet, Vasastan",+37.3 %
Tegnérgatan 55D,3350000,"1 rum, 32½ m²",2017-01-11,103 100 kr/m²,"Lägenhet, Vasastan",+24.3 %
Sankt Eriksgatan 90,3760000,"1 rum, 41 m²",2017-01-10,91 700 kr/m²,"Lägenhet, Vasastan Birkastan",+19.4 %
Torsgatan 49,5450000,"1 rum, 44 m²",2017-01-10,123 900 kr/m²,"Lägenhet, Vasastan",+27.0 %
Tomtebogatan 51,6500000,"2 rum, 62 m²",2017-01-10,104 800 kr/m²,"Lägenhet, Birkastan",+19.3 %
Sveavägen 83,3050000,"1 rum, 23 m²",2017-01-10,132 600 kr/m²,"Lägenhet, Vasastan",+52.9 %
Rörstrandsgatan 60,8500000,"3 rum, 86 m²",2017-01-10,98 800 kr/m²,"Lägenhet, Birkastan Vasastan",+13.3 %
Karlbergsvägen 57,2750000,"1 rum, 20 m²",2017-01-09,137 500 kr/m²,"Lägenhet, Birkastan",+37.8 %
Norrtullsgatan 9,4300000,"2 rum, 43½ m²",2017-01-09,98 900 kr/m²,"Lägenhet, Vasastan",+14.7 %
Tulegatan 35A,8550000,"3 rum, 93 m²",2017-01-06,91 900 kr/m²,"Lägenhet, Vasastan",+6.9 %
Drejargatan 4,2850000,"1 rum, 26 m²",2017-01-05,109 600 kr/m²,"Lägenhet, Vasastan",+36.0 %
Sankt Eriksgatan 71,4900000,"2 rum, 56 m²",2017-01-01,87 500 kr/m²,"Lägenhet, Vasastan",+15.3 %
Västmannagatan 69,12500000,"6 rum, 165 m²",2016-12-24,75 800 kr/m²,"Lägenhet, Vasastan",+2.0 %
Birger Jarlsgatan 104F,3200000,"1 rum, 24 m²",2016-12-20,133 300 kr/m²,"Lägenhet, Östermalm",+60.4 %
Birkagatan 24,5800000,"2 rum, 49 m²",2016-12-20,118 400 kr/m²,"Lägenhet, Vasastan",-1.7 %
Sveavägen 134,3520000,"1½ rum, 33 m²",2016-12-19,106 700 kr/m²,"Lägenhet, Vasastan",+30.6 %
Frejgatan 36,7325000,"3 rum, 72 m²",2016-12-16,101 700 kr/m²,"Lägenhet, Vasastan",+13.1 %
Rådmansgatan 86,3470000,"1 rum, 26 m²",2016-12-16,133 500 kr/m²,"Lägenhet, Vasastan",+39.1 %
Dalagatan 74B,5950000,"2 rum, 60 m²",2016-12-16,99 200 kr/m²,"Lägenhet, Vasastan",+9.2 %
Kungstensgatan 67,2700000,"1 rum, 20 m²",2016-12-15,135 000 kr/m²,"Lägenhet, Vasastan",+35.3 %
Sankt Eriksgatan 86,14400000,"6 rum, 149 m²",2016-12-15,96 600 kr/m²,"Lägenhet, Vasastan",+7.7 %
Norrbackagatan 27A,3765000,"1 rum, 38 m²",2016-12-14,99 100 kr/m²,"Lägenhet, Vasastan",+26.6 %
Birger Jarlsgatan 93B,7080000,"3 rum, 67 m²",2016-12-14,105 700 kr/m²,"Lägenhet, Vasastan",+18.1 %
Surbrunnsgatan 33,6780000,"3 rum, 77 m²",2016-12-14,88 100 kr/m²,"Lägenhet, Vasastan",—
Luntmakargatan 87,1500000,"1 rum, 11½ m²",2016-12-13,130 400 kr/m²,"Lägenhet, Vasastan",+7.5 %
Västmannagatan 67,2730000,"1 rum, 16 m²",2016-12-13,170 600 kr/m²,"Lägenhet, Vasastan",+36.8 %
Gästrikegatan 16,9350000,"3 rum, 88 m²",2016-12-12,106 300 kr/m²,"Lägenhet, Vasastan",+12.0 %
Västmannagatan 29,6850000,"2 rum, 68 m²",2016-12-12,100 700 kr/m²,"Lägenhet, Vasastan",+9.6 %
Sankt Eriksgatan 71,6250000,"2 rum, 56 m²",2016-12-12,111 600 kr/m²,"Lägenhet, Vasastan",+39.0 %
Karlbergsvägen 9A,4850000,"2 rum, 51 m²",2016-12-12,95 100 kr/m²,"Lägenhet, Vasastan",+2.1 %
Frejgatan 33,5500000,"2 rum, 66 m²",2016-12-11,83 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Torbjörn Klockares gata 5,6600000,"3 rum, 88 m²",2016-12-11,75 000 kr/m²,"Lägenhet, Vasastan",+1.7 %
Rödabergsgatan 12,6425000,"3 rum, 81 m²",2016-12-11,79 300 kr/m²,"Lägenhet, Vasastan",+0.4 %
Sveavägen 115,4450000,"2 rum, 54 m²",2016-12-10,82 400 kr/m²,"Lägenhet, Vasastan",+6.0 %
Karlbergsvägen 33B,8800000,"3 rum, 84 m²",2016-12-10,104 800 kr/m²,"Lägenhet, Vasastan",+17.4 %
Hälsingegatan 10,4850000,"2 rum, 54 m²",2016-12-09,89 800 kr/m²,"Lägenhet, Vasastan",+9.6 %
Karlbergsvägen 46B,9900000,"4 rum, 111 m²",2016-12-09,89 200 kr/m²,"Lägenhet, Vasastan",+10.6 %
Hagagatan 17J,7100000,"4 rum, 87 m²",2016-12-09,81 600 kr/m²,"Lägenhet, Vasastan",+5.2 %
Västeråsgatan 3B,6100000,"2 rum, 69 m²",2016-12-09,88 400 kr/m²,"Lägenhet, Vasastan",+16.2 %
Dannemoragatan 18,5000000,"2 rum, 56 m²",2016-12-09,89 300 kr/m²,"Lägenhet, Vasastan",+5.3 %
Tulegatan 26,7700000,"3 rum, 67 m²",2016-12-09,114 900 kr/m²,"Lägenhet, Vasastan",+10.0 %
Dannemoragatan 16A,4600000,"2 rum, 57 m²",2016-12-08,80 700 kr/m²,"Lägenhet, Vasastan",+15.1 %
Västmannagatan 30A,4650000,"2 rum, 52 m²",2016-12-08,89 400 kr/m²,"Lägenhet, Vasastan",+17.7 %
Torsgatan 78,4070000,"2 rum, 46 m²",2016-12-08,88 500 kr/m²,"Lägenhet, Vasastan",+16.5 %
Rörstrandsgatan 40,3625000,"2 rum, 37 m²",2016-12-08,98 000 kr/m²,"Lägenhet, Birkastan",+27.2 %
Kungstensgatan 61,11400000,"4 rum, 111 m²",2016-12-08,102 700 kr/m²,"Lägenhet, Vasastan",+14.1 %
Sigtunagatan 13,9600000,"3 rum, 97 m²",2016-12-08,99 000 kr/m²,"Lägenhet, Vasastan",+18.5 %
Birger Jarlsgatan 104A,4100000,"2 rum, 47 m²",2016-12-08,87 200 kr/m²,"Lägenhet, Östermalm",+14.0 %
Dannemoragatan 16A,3920000,"2 rum, 42 m²",2016-12-08,93 300 kr/m²,"Lägenhet, Vasastan",+20.6 %
Döbelnsgatan 47,5300000,"2 rum, 65 m²",2016-12-08,81 500 kr/m²,"Lägenhet, Vasastan",+1.9 %
Västmannagatan 51B,4250000,"2 rum, 39 m²",2016-12-07,109 000 kr/m²,"Lägenhet, Vasastan",+34.9 %
Tulegatan 22,2750000,"1 rum, 22 m²",2016-12-07,125 000 kr/m²,"Lägenhet, Vasastan",+25.3 %
Sigtunagatan 13,3150000,"1 rum, 24 m²",2016-12-07,131 300 kr/m²,"Lägenhet, Vasastan",+37.3 %
Döbelnsgatan 79,5310000,"2 rum, 53½ m²",2016-12-07,99 100 kr/m²,"Lägenhet, Vasastan Sibirien",+26.4 %
Idungatan 3,5600000,"3 rum, 66 m²",2016-12-07,84 800 kr/m²,"Lägenhet, Vasastan",+14.4 %
Frejgatan 46A,11100000,"4 rum, 136 m²",2016-12-07,81 600 kr/m²,"Lägenhet, Vasastan",+2.8 %
Torbjörn Klockares gata 23,3600000,"2 rum, 36 m²",2016-12-07,100 000 kr/m²,"Lägenhet, Vasastan",+20.2 %
Valhallavägen 47,2550000,"1 rum, 20 m²",2016-12-06,127 500 kr/m²,"Lägenhet, Norra Djurgården",+37.8 %
Bråvallagatan 5,3630000,"2 rum, 42 m²",2016-12-06,86 400 kr/m²,"Lägenhet, Vasastan",+1.0 %
Frejgatan 36A,3010000,"1 rum, 28 m²",2016-12-06,107 500 kr/m²,"Lägenhet, Vasastan",+21.6 %
Dalagatan 86A,4610000,"2 rum, 51 m²",2016-12-06,90 400 kr/m²,"Lägenhet, Vasastan",+16.0 %
Roslagsgatan 54,2810000,"1 rum, 24 m²",2016-12-06,117 100 kr/m²,"Lägenhet, Vasastan",+28.0 %
Upplandsgatan 30,6400000,"3 rum, 83 m²",2016-12-06,77 100 kr/m²,"Lägenhet, Vasastan",+7.6 %
Völundsgatan 3,4270000,"2 rum, 47 m²",2016-12-06,90 900 kr/m²,"Lägenhet, Atlas",+12.4 %
Hälsingegatan 18A,7100000,"3 rum, 63 m²",2016-12-06,112 700 kr/m²,"Lägenhet, Vasastan",+23.5 %
Karlbergsvägen 37A,4425000,"2 rum, 50 m²",2016-12-06,88 500 kr/m²,"Lägenhet, Vasastan",+18.0 %
Norrtullsgatan 31,8100000,"4 rum, 88 m²",2016-12-06,92 000 kr/m²,"Lägenhet, Vasastan",+1.9 %
Bråvallagatan 8,3100000,"1 rum, 26 m²",2016-12-05,119 200 kr/m²,"Lägenhet, Birkastan",+30.5 %
Karlbergsvägen 78,9150000,"3 rum, 102 m²",2016-12-05,89 700 kr/m²,"Lägenhet, Vasastan",+10.9 %
Frejgatan 101,7500000,"3 rum, 70 m²",2016-12-03,107 100 kr/m²,"Lägenhet, Vasastan Odenplan",+7.9 %
Hagagatan 22,4000000,"2 rum, 40 m²",2016-12-03,100 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Bråvallagatan 7,3650000,"1½ rum, 42 m²",2016-12-02,86 700 kr/m²,"Lägenhet, Vasastan",+21.9 %
Valhallavägen 2,5620000,"3 rum, 68 m²",2016-12-02,82 600 kr/m²,"Lägenhet, Östermalm",+13.0 %
Upplandsgatan 53,7000000,"3 rum, 84 m²",2016-12-02,83 300 kr/m²,"Lägenhet, Vasastan Odenplan",+0.4 %
Tegnérlunden 6,4900000,"2 rum, 50 m²",2016-12-01,98 000 kr/m²,"Lägenhet, Vasastan",+24.1 %
Torsgatan 72,7125000,"3 rum, 86 m²",2016-12-01,82 800 kr/m²,"Lägenhet, Vasastan",+4.0 %
Döbelnsgatan 47-49,3800000,"2 rum, 35 m²",2016-12-01,108 600 kr/m²,"Lägenhet, Vasastan",+28.8 %
Frejgatan 42,4350000,"1 rum, 39 m²",2016-11-30,111 500 kr/m²,"Lägenhet, Vasastan",+24.3 %
Körsbärsvägen 6,3350000,"2 rum, 38 m²",2016-11-30,88 200 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Frejgatan 53,4010000,"1 rum, 40½ m²",2016-11-30,99 000 kr/m²,"Lägenhet, Vasastan",+25.5 %
Birkagatan 34,2700000,"1 rum, 20 m²",2016-11-30,135 000 kr/m²,"Lägenhet, Vasastan",+45.9 %
Roslagsgatan 40B,4050000,"1 rum, 39 m²",2016-11-30,103 800 kr/m²,"Lägenhet, Vasastan",+19.3 %
Karlbergsvägen 55,12000000,"4 rum, 125 m²",2016-11-30,96 000 kr/m²,"Lägenhet, Vasastan",+10.1 %
Upplandsgatan 29,5850000,"3 rum, 62 m²",2016-11-30,94 400 kr/m²,"Lägenhet, Vasastan",-2.4 %
Västmannagatan 67,2455000,"1 rum, 15 m²",2016-11-30,163 700 kr/m²,"Lägenhet, Vasastan",+36.8 %
Vanadisvägen 23,11500000,"4 rum, 139 m²",2016-11-30,82 700 kr/m²,"Lägenhet, Vasastan",+5.6 %
Rörstrandsgatan 36,5900000,"2 rum, 65 m²",2016-11-30,90 800 kr/m²,"Lägenhet, Vasastan",+10.3 %
Hälsingegatan 18,6450000,"2 rum, 64 m²",2016-11-30,100 800 kr/m²,"Lägenhet, Vasastan",+14.2 %
Tomtebogatan 13,4200000,"2 rum, 52 m²",2016-11-29,80 800 kr/m²,"Lägenhet, Vasastan",+6.3 %
Karlbergsvägen 35B,5725000,"2 rum, 60 m²",2016-11-29,95 400 kr/m²,"Lägenhet, Vasastan",+15.7 %
Gävlegatan 13,3900000,"2 rum, 45 m²",2016-11-29,86 700 kr/m²,"Lägenhet, Vasastan",+11.6 %
Frejgatan 22,5625000,"2 rum, 60 m²",2016-11-29,93 800 kr/m²,"Lägenhet, Vasastan",+13.6 %
Tomtebogatan 20,3020000,"1 rum, 26 m²",2016-11-29,116 200 kr/m²,"Lägenhet, Vasastan",+9.8 %
Torbjörn Klockares gata 11,4995000,"2 rum, 42 m²",2016-11-29,118 900 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Sankt Eriksgatan 85D,3500000,"1 rum, 40 m²",2016-11-29,87 500 kr/m²,"Lägenhet, Vasastan",+12.9 %
Frejgatan 53,4700000,"2 rum, 47 m²",2016-11-28,100 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Drejargatan 8,5725000,"2½ rum, 62 m²",2016-11-25,92 300 kr/m²,"Lägenhet, Vasastan",+24.5 %
Västmannagatan 85C,3950000,"1 rum, 40 m²",2016-11-25,98 800 kr/m²,"Lägenhet, Vasastan",+14.5 %
Torsgatan 73,3225000,"1 rum, 35 m²",2016-11-25,92 100 kr/m²,"Lägenhet, Vasastan",+15.4 %
Hälsingegatan 11,9000000,"3 rum, 88 m²",2016-11-25,102 300 kr/m²,"Lägenhet, Vasastan",+6.5 %
Karlbergsvägen 33,6200000,"2 rum, 74 m²",2016-11-25,83 800 kr/m²,"Lägenhet, Vasastan",+7.8 %
Upplandsgatan 34,5600000,"2 rum, 66 m²",2016-11-25,84 800 kr/m²,"Lägenhet, Vasastan",+12.1 %
Teknologgatan 8C,10000000,"3 rum, 89 m²",2016-11-25,112 400 kr/m²,"Lägenhet, Vasastan",+14.3 %
Tulegatan 5B,5000000,"2 rum, 58 m²",2016-11-25,86 200 kr/m²,"Lägenhet, Vasastan",+17.6 %
Valhallavägen 38,4720000,"2 rum, 49 m²",2016-11-25,96 300 kr/m²,"Lägenhet, Östermalm",+8.5 %
Birger Jarlsgatan 117,5750000,"3 rum, 86 m²",2016-11-25,66 900 kr/m²,"Lägenhet, Vasastan",-4.2 %
Karlbergsvägen 78A,4600000,"2 rum, 54 m²",2016-11-25,85 200 kr/m²,"Lägenhet, Vasastan",+2.8 %
Upplandsgatan 19B,8150000,"3 rum, 84 m²",2016-11-25,97 000 kr/m²,"Lägenhet, Norrmalm Vasastan",+7.9 %
Tomtebogatan 29,10800000,"4½ rum, 108 m²",2016-11-25,100 000 kr/m²,"Lägenhet, Birkastan",+10.3 %
Norrtullsgatan 25,6425000,"3 rum, 77 m²",2016-11-25,83 400 kr/m²,"Lägenhet, Odenplan",+4.5 %
Hagagatan 17J,6110000,"3 rum, 78 m²",2016-11-24,78 300 kr/m²,"Lägenhet, Vasastan",+30.7 %
Roslagsgatan 55,4600000,"2 rum, 48½ m²",2016-11-24,94 800 kr/m²,"Lägenhet, Vasastan",+31.6 %
Roslagsgatan 58,5200000,"2 rum, 57 m²",2016-11-23,91 200 kr/m²,"Lägenhet, Vasastan",+13.7 %
Rehnsgatan 17,3600000,"1 rum, 33 m²",2016-11-23,109 100 kr/m²,"Lägenhet, Vasastan",+22.0 %
Rörstrandsgatan 36A,3475000,"1 rum, 30 m²",2016-11-23,115 800 kr/m²,"Lägenhet, Birkastan",+33.9 %
Dannemoragatan 10,2250000,"1 rum, 18 m²",2016-11-23,125 000 kr/m²,"Lägenhet, Vasastan",+20.0 %
Västeråsgatan 9,5700000,"3 rum, 69 m²",2016-11-23,82 600 kr/m²,"Lägenhet, Vasastan",+8.6 %
Dalagatan 86G,3410000,"1 rum, 33 m²",2016-11-23,103 300 kr/m²,"Lägenhet, Vasastan",+26.5 %
Valhallavägen 52,8400000,"4 rum, 108 m²",2016-11-23,77 800 kr/m²,"Lägenhet, Vasastan",-1.2 %
Birger Jarlsgatan 120A,6000000,"4 rum, 72 m²",2016-11-23,83 300 kr/m²,"Lägenhet, Östermalm",+4.3 %
Sankt Eriksgatan 85D,3470000,"1 rum, 31½ m²",2016-11-22,110 200 kr/m²,"Lägenhet, Vasastan",+26.2 %
Hagagatan 44,3665000,"1 rum, 32 m²",2016-11-22,114 500 kr/m²,"Lägenhet, Vasastan",+41.2 %
Karlbergsvägen 51A,6125000,"2 rum, 62 m²",2016-11-22,98 800 kr/m²,"Lägenhet, Vasastan",+15.7 %
Karlbergsvägen 35C,3970000,"1 rum, 40 m²",2016-11-22,99 300 kr/m²,"Lägenhet, Vasastan",+24.5 %
Sankt Eriksgatan 85D,3380000,"1 rum, 31½ m²",2016-11-22,107 300 kr/m²,"Lägenhet, Vasastan",+18.6 %
Gävlegatan 5,3800000,"1 rum, 43 m²",2016-11-22,88 400 kr/m²,"Lägenhet, Vasastan",+18.9 %
Vegagatan 9,12500000,"4 rum, 100 m²",2016-11-22,125 000 kr/m²,"Lägenhet, Vasastan",+35.1 %
Hagagatan 17H,5700000,"3 rum, 78 m²",2016-11-22,73 100 kr/m²,"Lägenhet, Vasastan",+14.1 %
Rörstrandsgatan 10,13155000,"5 rum, 139 m²",2016-11-22,94 600 kr/m²,"Lägenhet, Birkastan",+6.1 %
Karlbergsvägen 43A,5725000,"2 rum, 64 m²",2016-11-21,89 500 kr/m²,"Lägenhet, Vasastan",+14.7 %
Roslagsgatan 47,2980000,"1½ rum, 36½ m²",2016-11-21,81 600 kr/m²,"Lägenhet, Vasastan",-11.0 %
Norrtullsgatan 63,3600000,"2 rum, 36 m²",2016-11-20,100 000 kr/m²,"Lägenhet, Vasastan",+28.6 %
Tomtebogatan 40,5300000,"2 rum, 57 m²",2016-11-20,93 000 kr/m²,"Lägenhet, Vasastan",+10.4 %
Roslagsgatan 23,8210000,"3 rum, 80 m²",2016-11-19,102 600 kr/m²,"Lägenhet, Vasastan",+10.2 %
Luntmakargatan 63,4175000,"2 rum, 46 m²",2016-11-18,90 800 kr/m²,"Lägenhet, Vasastan",+14.4 %
Ingemarsgatan 5,3450000,"1 rum, 40 m²",2016-11-18,86 300 kr/m²,"Lägenhet, Vasastan",+21.1 %
Rödabergsgatan 9B,8655000,"3 rum, 98 m²",2016-11-18,88 300 kr/m²,"Lägenhet, Vasastan",+3.3 %
Norrbackagatan 31,5600000,"3 rum, 77 m²",2016-11-18,72 700 kr/m²,"Lägenhet, Vasastan",+1.8 %
Völundsgatan 11,3600000,"1 rum, 38 m²",2016-11-17,94 700 kr/m²,"Lägenhet, Vasastan",+20.4 %
Observatoriegatan 21A,7100000,"3 rum, 78½ m²",2016-11-17,90 300 kr/m²,"Lägenhet, Vasastan",+12.8 %
Odengatan 32,11075000,"4 rum, 124 m²",2016-11-17,89 300 kr/m²,"Lägenhet, Vasastan",+3.0 %
Sankt Eriksgatan 65,4300000,"2 rum, 45 m²",2016-11-17,95 600 kr/m²,"Lägenhet, Vasastan",+14.7 %
Upplandsgatan 25,13450000,"4 rum, 128 m²",2016-11-17,105 100 kr/m²,"Lägenhet, Vasastan",+10.7 %
Observatoriegatan 10,12550000,"4 rum, 137 m²",2016-11-17,91 600 kr/m²,"Lägenhet, Vasastan",+16.7 %
Kungstensgatan 46,4610000,"2 rum, 47 m²",2016-11-17,98 100 kr/m²,"Lägenhet, Vasastan",+19.7 %
Kadettgatan 1,6725000,"3 rum, 74 m²",2016-11-17,90 900 kr/m²,"Lägenhet, Vasastan Birkastan",+14.0 %
Atlasgatan 12,3010000,"1 rum, 31 m²",2016-11-17,97 100 kr/m²,"Lägenhet, Vasastan",+20.6 %
Hälsingegatan 6,5510000,"2 rum, 54 m²",2016-11-17,102 000 kr/m²,"Lägenhet, Vasastan Odenplan",+21.1 %
Roslagsgatan 29,3810000,"2 rum, 38 m²",2016-11-17,100 300 kr/m²,"Lägenhet, Vasastan",+27.2 %
Upplandsgatan 17A,10250000,"4 rum, 101 m²",2016-11-17,101 500 kr/m²,"Lägenhet, Vasastan",+20.6 %
Västmannagatan 52,9450000,"3 rum, 65 m²",2016-11-17,145 400 kr/m²,"Lägenhet, Vasastan",+18.9 %
Markvardsgatan 12,5000000,"2 rum, 57 m²",2016-11-17,87 700 kr/m²,"Lägenhet, Vasastan",+14.9 %
Birger Jarlsgatan 115B,4350000,"2 rum, 58 m²",2016-11-17,75 000 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Västmannagatan 30,7300000,"3 rum, 86 m²",2016-11-17,84 900 kr/m²,"Lägenhet, Vasastan",+7.7 %
Bråvallagatan 3,3900000,"2 rum, 42 m²",2016-11-17,92 900 kr/m²,"Lägenhet, Vasastan",+20.0 %
Birger Jarlsgatan 104E,3625000,"2 rum, 43 m²",2016-11-17,84 300 kr/m²,"Lägenhet, Östermalm",+3.7 %
Teknologgatan 8C,4570000,"2 rum, 30 m²",2016-11-16,152 300 kr/m²,"Lägenhet, Lyceum",+17.3 %
Torsgatan 46,11800000,"4 rum, 110 m²",2016-11-16,107 300 kr/m²,"Lägenhet, Vasastan",+22.0 %
Luntmakargatan 70,4100000,"2 rum, 38 m²",2016-11-16,107 900 kr/m²,"Lägenhet, Vasastan",+24.4 %
Sankt Eriksgatan 71B,5720000,"3 rum, 66 m²",2016-11-16,86 700 kr/m²,"Lägenhet, Vasastan",+9.0 %
Sveavägen 134,3530000,"2 rum, 33 m²",2016-11-16,107 300 kr/m²,"Lägenhet, Norrmalm",+36.0 %
Falugatan 18,3730000,"1 rum, 36 m²",2016-11-16,103 600 kr/m²,"Lägenhet, Vasastan",+30.9 %
Tulegatan 25A,4550000,"2 rum, 41 m²",2016-11-16,111 000 kr/m²,"Lägenhet, Vasastan",+21.3 %
Norrbackagatan 13,12600000,"4 rum, 106 m²",2016-11-16,118 900 kr/m²,"Lägenhet, Vasastan",+0.8 %
